k1	k2	k3	k4	k5	k6	k7	k8	k9	k10	k11	k12	k13	k14	k15	k16	k17	k18	k19	k20												
2.344123774	0.6350779	1.522639485	0.540677231	0.205556992	0.017607852	0.000167281	0.805440644	5.768623591	0.734842303	1.267836027	1.463771979	1.879348648	13.46002964	11.71804746	0.870581103	212.3575155	0.195297839	0.354452829	0.336926658												
3.048033483	0.861228467	1.596776738	0.703705278	0.110470935	0.02881714	0.000194004	0.912269508	17.0226066	0.420640165	1.433804099	1.103764566	1.385971373	25.8617056	13.0195901	0.503431224	44.61890249	0.251853686	0.331727452	0.248010648												
1.423136932	0.068066672	0.399854609	0.085098731	0.225716024	0.021120253	0.032582755	0.77892319	6.511262178	0.318635077	1.104752875	1.058702789	0.812019469	6.787924306	14.41396888	2.123472247	126.0590497	0.160944179	0.108721764	0.078372527												
0.919000706	0.066854959	0.31359627	-0.557588175	0.288492707	0.174562798	0.054691156	0.714095114	18.65886757	0.224823971	1.30533083	0.996034497	0.418624694	10.93840664	8.494344765	0.776561435	9.570755924	0.019015738	0.007190379	3.13E-06												
0.673383711	0.041981528	0.306884971	-0.483790524	0.403045685	0.041204437	0.230444965	0.597292724	1.653395785	0.372503484	0.634315265	0.789885881	1.162267343	3.217330211	10.8858954	3.383518225	50.13868613	0.07555685	-0.114043993	-0.235977337												
1.203438499	0.039475486	0.271793674	0.109831638	0.502874069	0.073484034	0.214981319	0.501626266	5.466139932	1.272027993	1.276453396	1.070750982	1.013040106	11.03893346	9.373123461	0.849096835	5.317016088	0.09883336	0.082169529	0.089733582												
1.454083485	0.020881819	0.310899968	0.1908314	0.392281315	0.001251564	0.003148628	0.608769426	1.836635466	0.936097098	1.553981602	1.074362251	1.172924964	3.538672436	12.16299786	3.437164102	8.536660983	0.099806307	0.101318396	0.094942097												
1.417674031	0.069195498	0.343476449	0.076448103	0.308087876	0.124344926	0.028056112	0.693311635	10.67234469	0.497173765	0.768897613	0.983698915	1.172953621	18.05561122	17.16960457	0.950929014	7.544274649	0.011265573	0.008494711	0												
3.063084737	0.114140604	1.400695001	0.435291038	0.261846092	0.134076615	0.025974026	0.738598263	7.195592287	0.861838147	1.188333615	1.142678583	1.705958392	16.61983471	12.0728988	0.726415094	11.32502011	0.050413204	0.08382145	0.098337344												
1.055188894	0.015248066	0.222007283	0.039038068	0.299089727	0.2654351	0.234276549	0.70287753	2.41493871	0.447581813	1.212713374	1.081968896	1.407088793	4.834459846	20.51531356	4.24355858	33.92282958	0.08950237	0.11093328	0.092457306												
1.407936971	0.016632623	0.425736796	0.099481865	0.247120241	0.044222539	0.014293568	0.7534472	7.299615173	0.377012033	1.222939574	1.038642053	1.375815695	13.32930181	17.29386591	1.29743224	22.65981308	0.073249196	0.083924417	0.062660039												
0.728803717	0.204607046	0.420054201	-0.369721116	0.606765328	0.235602094	0	0.394291755	2.344273743	0.792798484	2.495219575	0.667528336	1.808550623	10.7527933	20.15445026	1.87434555	27.99636364	-0.080335108	0.004110876	-0.00714924												
2.433587281	0.046372971	0.52434581	0.601606098	0.053290278	0	0.055555556	0.948909059	29.90264026	0.147107703	1.130202227	0.97012688	0.269244196	8.48459846	10.68953569	1.25987526	6.852509996	0.03993517	0.007488218	0.002575281												
0.806748802	0.019388581	0.320042891	-0.252671839	0.680381041	0.272967522	0.349872935	0.370642427	0.863945362	1.009695443	1.159635433	0.827083904	0.747335714	1.741994917	3.813756172	2.189303846	8.155562165	0.042434079	0.019024776	0.002022282												
0.523593912	0.003600458	0.056298074	-0.883309023	0.411636576	0.476268412	0.273788449	0.594089643	1.463598141	0.274746665	1.292600645	1.047430517	0.774364502	1.907722948	28.2193126	14.79214403	7.166251039	-0.005712794	0.007904428	0												
1.404054054	0.011711712	0.708108108	0.276868784	0.384194431	0.274761905	0.107331097	0.637212297	1.896981313	1.006782946	1.343825911	1.165097116	2.136970868	6.361763297	6.322380952	0.993809524	17.42388451	0.136250659	0.296636086	0.334680475												
1.362804878	0.015243902	0.506097561	0.279642058	0.271973466	0.599378882	0.412698413	0.733001658	2.806349206	0.588932806	1.135319149	0.930036823	1.106135987	4.234920635	8.285714286	1.956521739	8.634304207	-0.023238381	0.048507463	0												
0.498712446	0.010085837	0.118669528	-1.105851979	0.760279286	0.051383399	0.226452906	0.240651668	0.777054108	0.563940791	1.077699737	0.713103448	1.523661753	4.919839679	19.40711462	3.944664032	22.06741573	-0.056822811	0.034134988	0												
0.870967742	0.035764376	0.485273492	-0.049919485	0.917684887	0.221132898	0.756568779	0.161414791	0.193972179	3.968051118	1.617602428	2.324074074	2.05659164	2.471406491	3.483660131	1.409586057	19.6196319	0.101313321	0.183279743	0.717131474												
1.021324355	0.001122334	0.135802469	-0.068131868	0.587666264	0.008196721	0	0.412333736	0.765432099	1.22311828	2.112324493	1.281954887	0.818621524	1.519640853	11.09836066	7.303278689	43.67741935	0.154357459	0.074365175	0.086510264												
2.938074074	0.152296296	0.846814815	-1.131403792	0.384015316	0.066559096	0.036757466	0.62185325	11.40662947	0.215682436	1.034181259	1.268420861	0.770320803	14.1299639	17.36748689	1.229124647	15.74762253	0.131300228	0.0879927	0.094602371												
1.546715328	0.039416058	0.401459854	0.28315243	0.14292378	0.072580645	0.022395326	0.858289019	8.958130477	0.246395349	1.361219196	1.038843722	1.37074354	14.3067186	29.62298387	2.070564516	57.17120623	0.058054856	0.054762571	0.020217391												
1.990287635	0.036981696	0.689204333	0.520645646	0.215834879	0.68297185	0.232495991	0.794082077	5.264029931	0.753074205	1.153373874	1.017248502	1.590341047	10.54249065	9.102445778	0.86340563	15.9458367	0.076907478	0.113037168	0.093207432												
5.509756933	0.524820267	1.38171859	0.822356158	0.053147744	0.260622282	0.031544598	0.947980349	18.89086294	0.414089435	1.10969814	1.033729489	1.08760917	21.673314	19.9983272	0.922716628	15.4697205	0.119782518	0.127565502	0.090708432												
0.588245997	0.014283115	0.169032023	-0.595886174	0.558735323	0.270787746	0.317506982	0.475474	1.374981626	0.489588854	1.2347891	0.885879345	0.67259696	1.945024254	7.238512035	3.721553611	4.882656827	-0.119331923	0.010115387	0												
0.651475825	0.006217179	0.295285809	-2.06235523	0.712047889	0.341246291	0.342932202	0.241943992	1.065878549	0.32897464	1.20667195	1.394448116	1.11747437	4.923006972	9.638575668	1.957863501	27.40326209	0.039242247	0.037911974	0.081429519												
0.807157672	0.015445038	0.288160275	-0.261112022	0.709755361	0.347591249	0.445345783	0.303322259	0.586110301	1.234293812	1.518504729	1.017630966	2.463545757	4.760315144	4.450215505	0.93485733	30.07669617	0.013019812	0.01461794	0.020910087												
1.126967562	0.015131751	0.609574746	-0.007485145	0.431981143	0.045936654	0.095840131	0.569584783	3.523144372	0.74586319	1.298284579	1.043327295	1.91743452	11.86021615	8.508887426	0.717431058	23.3960177	0.03726628	0.061977681	0.056316018												
0.850918257	0.009259736	0.322135912	-0.379118554	0.496899777	0.102934399	0.21145686	0.507161838	4.150459689	0.556074766	1.132081223	0.997917021	1.444163588	11.81859972	10.2697803	0.868950684	27.8525	0.022664034	0.028496122	0.024664537												
2.66301273	0.365983027	1.283946252	0.591422122	0.064437055	0.36108291	0.013469239	0.934411903	15.95813615	0.19122464	1.131387745	1.047604254	0.995758196	17.00582454	15.80879865	0.929610829	348.619403	0.11043562	0.094790468	0.062390218												
1.392868826	0.200032712	0.633464181	0.283701268	0.194113725	0.076401725	0	0.806330762	6.067128524	0.37056699	1.286211985	1.133794643	2.684192145	20.19684663	26.04559458	1.289587184	49.96690307	0.074541067	0.179286916	0.160924519												
1.715191359	0.016200986	0.426860765	0.344147844	0.328991294	0.275259067	0.243824337	0.686391307	4.796889296	0.916332163	1.317455883	1.102628812	1.852130654	12.94373285	9.162888601	0.707901554	98.58885017	0.099946987	0.160830006	0.152298302												
1.159294046	0.041811847	0.373276776	0.140346292	0.634040918	0.592321755	0	0.368120257	2.866492147	2.774152619	1.170577002	1.275798935	1.648544808	12.83694839	7.844149909	0.611060329	10.97378517	0.082969178	0.126933052	0.235877365												
