k1	k2	k3	k4	k5	k6	k7	k8	k9	k10	k11	k12	k13	k14	k15	k16	k17	k18	k19	k20												
0.805394753	0.006343146	0.295294987	-0.234821838	0.292455379	0.038525963	0.198183846	0.70914756	6.272741756	0.308116386	0.981302465	3.732486492	0.861120617	7.617014497	8.008710218	1.051423786	10.49429324	0.057621518	0.043279362	0.030705542												
1.086212615	0.006847845	0.620188462	-0.042585674	0.556824819	0.020357529	0.040922797	0.444180591	2.220265161	1.14186099	1.242587578	1.026555723	1.384057069	6.918297995	4.597747948	0.664577899	40.79706463	0.027860029	0.029472878	0.027399327												
1.226735741	0.017672122	0.283819115	0.097367486	0.433683421	0.071018277	0.0863711	0.57108027	5	0.90544259	1.269685519	1.296351484	1.562865716	13.68341544	14.5051349	1.060052219	13.92347536	0.051396822	0.076181545	0.084926108												
3.134739707	0.326981967	1.33514801	0.673830457	0.051462091	0.201829268	0.003327787	0.947382245	18.00499168	0.192350252	1.118634272	1.234231357	0.915023639	17.39001664	15.9320122	0.916158537	270.761658	0.167231184	0.136438452	0.095407079												
1.584964761	0.098929783	0.534064213	0.372611989	0.177004643	0.066269546	0	0.823988726	7.336075689	0.389943165	1.211605791	1.404417845	2.366391757	21.06828466	25.42417473	1.206751055	31.60567726	0.101050432	0.222999977	0.206683862												
1.70791764	0.019316493	0.507111017	0.293810589	0.313352227	0.190084704	0.199749269	0.69616598	5.440451316	0.755138433	1.159568828	1.241560175	1.754451634	13.71082323	8.17389138	0.596163428	468.7142857	0.101554404	0.154590664	0.142791305												
1.195296683	0.186964647	0.430228936	0.1752443	0.57366211	0.09731114	0.189698492	0.434467971	12.21859296	2.181637294	1.018761289	1.26888454	1.56213705	43.9321608	11.19398207	0.254801536	10.90087282	0.069059194	0.082104887	0.114641168												
1.57710728	0.000957854	0.513888889	0.332979046	0.300293173	0.364845938	0.275600506	0.69335474	12.55752212	0.850904393	1.428897299	1.507512521	0.96195728	17.42225032	6.433706816	0.369281046	23.61782348	0.048726508	0.029980455	0.022853116												
1.056713603	0.043811372	0.553109501	-0.044094177	0.116560635	0.200211765	0.47990266	0.882970999	11.00588595	0.126236002	1.221660945	1.234709028	0.567048957	7.068042053	7.902440659	1.118052298	6777.114943	0.070397501	0.040555499	0.017714846												
5.604166667	1.1375	2.316666667	0.817100372	0.037383178	0	0	0.961682243	25.09756098	0.265024631	1.20493768	1.443872778	0.783021807	20.43495935	17.76325088	0.869257951	239.3809524	0.082355281	0.048286604	0.024781341												
4.419696176	1.151388161	2.118910424	0.791494809	0.121072593	0.065963855	0	0.888428022	7.962824011	1.151019072	1.578859228	1.255350038	1.602470921	14.36266485	12.68413655	0.88313253	51.67034765	0.114466414	0.191306113	0.153524364												
1.87663288	0.067645943	0.498048675	0.479738317	0.202029162	0.09558592	0.008632387	0.802750812	4.23281462	0.610654979	1.212417929	1.236376516	1.458981477	7.69304501	16.77879227	2.18103394	95.0299572	0.08873619	0.100226132	0.082448913												
1.30627035	0.068690264	0.215838672	0.247648147	0.28095182	0.094932191	0.115776779	0.724437507	2.696963052	0.577954366	1.252504474	1.241182703	2.205530687	8.210832146	53.45538901	6.51034975	25.47312925	0.036880266	0.047237602	0.030936217												
0.770408163	0.014243197	0.110119048	-0.33692053	0.168753363	0.1604426	0.288717156	0.826188341	7.119010819	0.149437137	1.207425301	1.272656941	0.824860987	7.107573416	31.802213	4.474412172	26.73604651	0.041664855	0.016358744	0.000303951												
0.687263025	0.00968965	0.176098863	-0.536166735	0.154904671	0.337006428	0.581740277	0.84718891	6.86882004	0.110464066	1.425076152	1.226495601	0.294788406	2.390079103	13.31772268	5.572084481	18.17418546	-0.105357512	-0.02339526	-0.029966411												
1.423487544	0.230723606	0.478944247	0.333958333	0.168028702	0.239784946	0	0.840691648	7.771073238	0.314383023	1.081267838	1.217507397	0.358680486	3.315522801	7.739784946	2.334408602	5.645490196	0.03306474	0.007923062	0.000592733												
0.96636313	0.028061699	0.399739825	0.093269231	0.24741489	0.6625	0.818060379	0.812480115	5.457921453	0.260730044	1.38875	0.957714125	0.220927458	1.48410366	2.7775	1.8715	8.097667638	-0.080828083	0.020362711	4.90E-05												
0.891354859	0.004326576	0.072830703	-0.114876404	0.232041535	0.362149533	0.648627139	0.770016688	4.131217668	0.259899544	0.99415248	1.155582146	0.249045058	1.33615201	15.69042056	11.74299065	3.216235632	-0.092174819	-0.035638791	-0.053555518												
1.462747779	0.063568011	0.288961039	0.32885514	0.187120292	0.347990902	0.234679857	0.816301081	7.015388843	0.376860086	1.297892093	1.182883885	0.75996035	6.531189887	18.01895375	2.758908264	17.06173726	0.095847183	0.039937328	0.015237573												
1.161643026	0	0.322104019	0.138895955	0.505075406	0.304409673	0	0.509135731	1.646038444	1.325801012	0.910854159	1.254824875	1.416473318	4.579465541	6.947368421	1.517069701	8.370179949	0.072788698	0.080481439	0.107946454												
2.239208633	0.643884892	1.165467626	0.559839357	0.160138249	0.548275862	0	0.842165899	5.335766423	0.559048047	0.835164835	1.05942029	1.225806452	7.766423358	14.67586207	1.889655172	28.37333333	-0.062969925	-0.056739631	-0.084473324												
0.284853052	0.005275057	0.065938206	-2.502645503	0.152985935	0.577639752	0.806666667	0.847359926	6.125	0.045564127	1.98240866	1.20659936	0.16889555	1.220833333	18.19875776	14.9068323	23.82113821	0.002047782	-0.01746599	-0.034897959												
3.164723032	0.157434402	0.7303207	0.668355596	0.076808984	0.022900763	0	0.923720733	18.43340381	0.298706659	1.27732358	1.205280619	0.628986121	12.55179704	15.10687023	1.203562341	30.13705584	0.041266633	0.034431614	0.019038881												
0.999154334	0.099260042	0.195560254	-0.104210749	0.483742658	0.06805708	0.006668481	0.517274872	1.522046815	0.776727751	1.493466992	1.339240809	1.612413857	4.74442025	38.26783754	8.06586169	12.17673769	0.045780506	0.065676888	0.080740343												
1.238731219	0.07345576	0.525876461	0.223719677	0.393561104	0.328413284	0.016746411	0.621550591	2.263157895	0.951282051	1.447401247	1.156479218	2.287122208	8.327751196	12.84501845	1.542435424	24.34265734	0.031600115	0.044678055	0.032769556												
1.88908927	0.00270514	0.436429216	0.391885442	0.190405022	0.625779626	0.303088803	0.809594978	10.45752896	0.455831158	1.217037037	1.224457505	0.736661187	9.515444015	10.24740125	1.076923077	6.351804124	0.022925543	0.025108355	0.014583718												
2.219814241	0.018575851	0.405572755	0.559274756	0.173097535	0.537974684	0.016574586	0.830653805	8.563535912	0.624020888	1.024335455	1.217596229	1.466237942	15.1160221	17.3164557	1.14556962	24.87272727	0.063596491	0.064308682	0.039354839												
1.305863525	0.092522151	0.674641648	0.203921778	0.510738023	0.135336424	0.076864168	0.514840553	1.583631611	1.560405754	1.310762089	1.427709487	1.806309671	5.556145637	12.18433062	2.192946588	21.27771756	0.084253957	0.162228573	0.30944872												
1.959201389	0.019965278	0.646701389	0.342046965	0.045517765	0.327250608	0	0.953059805	39.72463768	0.076823581	1.162593471	1.222222222	0.402990264	16.79710145	15.50973236	0.923357664	17.04411765	0.042277826	0.008281704	0.000132666												
1.091578087	0.013491415	0.139820114	0.013108614	0.662292647	0.226537217	0.004601933	0.347610795	0.646111367	1.950328707	1.13028169	1.080831409	1.033176529	1.920386562	13.50485437	7.03236246	86.9375	0.05248023	0.03812825	0.054131054												
1.327403377	0.023998884	0.607925213	-0.297314343	0.380900143	0.17921147	0.046784973	0.623914435	9.437658447	0.408243397	1.139023262	1.299711175	0.825121126	12.48121687	6.470250896	0.518399044	22.90862944	0.118121722	0.072980467	0.071526252												
6.305028854	2.307502061	3.418796373	0.891474895	0.065387311	0.211526282	0	0.955258477	21.35060241	0.701458314	1.140188508	1.170630202	1.082475338	24.1939759	12.71754275	0.525649145	22.66478555	0.10592102	0.11799903	0.084137464												
1.218500307	0.504609711	0.694529809	0.106935687	0.193528118	0.330042313	0.001936108	0.814587915	5.020006454	0.262010176	1.747659937	1.5709381	1.182951094	7.290093579	31.86459803	4.370944993	215.1619048	0.108888102	0.113781548	0.089927364												
1.549520767	0.335463259	0.643769968	0.213402062	0.174489108	0.186528497	0	0.828654839	6.496478873	0.27849555	1.203153342	1.224286662	1.936447339	15.18133803	44.67875648	2.943005181	102.6547619	0.089528006	0.180327869	0.149593496												
1.107753591	0.016818895	0.350259526	-0.485162181	0.411806655	0.760353939	0.422545791	0.600570502	3.55220431	0.367889357	0.603444789	1.086030243	0.174892054	1.034436933	2.200196633	2.126950965	1.661531323	-0.314975144	-0.030166266	-0.054425974												
0.42882408	0.028926112	0.150089278	-1.468850379	0.585878227	0.457964912	0.24807628	0.45956527	2.951990632	0.280248052	1.156199312	1.468991925	0.662086147	4.25287164	10.70470175	2.517052632	10.82933409	-0.003133563	-0.022700047	-0.06433577												
1.340254623	0.026447408	0.28372234	0.171095782	0.273248803	0.27624391	0.311499062	0.73215917	5.781849661	0.477380695	1.096504286	1.208941716	0.780538605	6.163901313	6.307692308	1.02332792	4.078472554	0.069566032	0.03966456	0.02517842												
0.832621691	0.051238258	0.412467976	-0.13025641	0.53130951	0.413984462	0.500421941	0.506217094	3.81350211	0.775810623	0.935688006	1.169210867	1.424442702	10.73080169	7.056603774	0.657602664	11.77407407	-0.007470903	0.006945222	0.000221288												
0.651120752	0.126988431	0.34417932	-0.780399778	0.461486197	0	0	0.541338864	2.364573571	0.347013487	3.184989201	1.692152918	1.054677442	4.606841612	12.27340824	2.664169788	200.6326531	0.139049944	0.140108711	0.165807901												
0.629277567	0.030893536	0.170627376	-0.59592145	0.339300113	0.452991453	0.770468528	0.659248508	1.934690014	0.271478368	1.01863354	1.125550661	0.872762458	2.561287269	15.41880342	6.01994302	7.654879774	0.097560976	0.035639413	-0.005136986												
0.402538531	0.016772439	0.160471442	-0.691441441	0.627596017	0.097791798	0.914114514	0.572688478	1.340213049	0.338028169	0.527609056	1.227439024	0.543669986	1.272303595	6.028391167	4.738170347	5.934782609	-0.053375196	-0.011664296	-0.034773969												
1.53164557	0.018083183	0.287522604	0.348288076	0.213184271	0.527272727	0.13960114	0.787201234	5.817663818	0.484831139	1.19712	1.028715365	1.442174248	10.65811966	22.67272727	2.127272727	41.10989011	-0.016573109	-0.042791056	-0.061214496												
1.360341151	0.168443497	0.543176972	0.266065831	0.210810203	0.716927454	0	0.789526913	10.43982169	0.402079723	0.886507937	1.077276909	0.376559164	4.979197623	4.766714083	0.957325747	37.23333333	-0.294538944	-0.076750197	-0.103330487												
0.669364162	0.000385356	0.112138728	-0.501439263	0.383195511	0.534482759	0.347345133	0.61488482	3.07079646	0.344985104	0.885118561	1.006526468	0.31969876	1.59660767	7.465517241	4.675862069	17.60162602	-0.429099307	-0.113998819	-0.195004803												
1.123300246	0.013091857	0.306114395	-0.370792696	0.712068646	0.443738731	0	0.293208211	1.223153122	1.064444011	1.188083146	1.507562413	0.922150595	3.846861499	4.797779053	1.247193083	4.152392098	0.08203869	0.057781593	0.118095008												
1.352579583	0.087815587	0.700987925	0.069793865	0.382755627	0.176023804	0.096963044	0.617244373	2.028979144	0.699160236	1.047386597	1.235176193	3.200382911	10.520161	11.25659698	1.070002349	171.548926	0.055746463	0.131904094	0.086056409												
1.374682986	0.039475135	0.547028338	0.101628299	0.304534913	0.050619161	0	0.687054682	6.955869873	0.534559643	1.400770259	1.136748185	3.485819665	35.29108911	27.10275907	0.767977406	41.82165605	0.076646841	0.257565174	0.262881776												
1.266953432	0.016607443	0.915429213	-0.041007322	0.496298065	0.04619226	0.003117693	0.504615125	3.999331923	0.907926126	1.211231625	1.591686608	1.572036696	12.45919163	4.656512692	0.373741157	64.4562212	0.065632373	0.095112322	0.131159864												
0.931548441	0.005313276	0.543541264	-0.118740741	0.505684494	0.036666667	0.176296296	0.491994618	2.166962963	0.831792976	1.175778547	1.381991686	2.457349479	10.82325926	9.366282051	0.865384615	31.55809935	0.050303188	0.10110999	0.133178369												
2.464941882	0.046494188	1.105549306	-0.325220566	0.366686262	0.347332697	0.04740958	0.646794105	7.79740958	0.363375066	1.246084773	1.273783385	1.187103444	14.31109482	6.210732845	0.433980274	57.07699805	0.123956217	0.120796254	0.140721472												
1.748372271	0.053236308	0.764841057	0.133625411	0.295117245	0.004037685	0	0.706515286	7.562351072	0.512288183	1.20954694	1.375668256	2.568492134	27.49245433	18.63418573	0.677792732	35.26541009	0.099370179	0.247625408	0.236109652												
0.649785915	0.04111915	0.224641961	-0.650079527	0.422038025	0.14762671	0.013567251	0.579063297	4.673684211	0.342463622	1.359030962	1.397202797	1.391722699	11.23274854	19.31617056	1.719629928	13.07022319	0.039733444	0.047298864	0.051201201												
1.13848893	0.004489859	0.684548692	-0.404705242	0.69143348	0.691260261	0.714839961	0.317486537	1.035671947	0.945058476	1.097964979	1.714540589	0.919752882	3.000323311	2.688556253	0.896088846	42.76497696	0.054382184	-0.003501933	-0.058584807												
1.005202105	5.98E-05	0.57731404	-0.258045327	0.545906795	0.191216076	0.028736127	0.454866481	1.518282715	0.764657721	1.261976659	1.223701546	0.797144035	2.66075884	3.203438989	1.203956909	17.04851158	0.044557977	0.003711723	-0.025896753												
1.067111339	0.026064649	0.671523858	-0.174728339	0.506887755	0.011764706	0.027043003	0.480612245	1.670459583	0.7925463	1.125292491	1.213135866	1.12457483	3.90867445	4.20508744	1.075834658	108.4016393	-0.001096408	0.006377551	0.006457891												
0.768713622	0.003293778	0.20958354	-0.339202911	0.417293436	0.186570011	0.403872437	0.590443196	2.497570235	0.440551303	1.269786432	1.208146625	0.508014863	2.148899013	3.599262368	1.674933232	82.75146199	-0.02681884	0.006910912	0.003344177												
1.501761434	0.012175525	0.263906057	0.207440789	0.270759314	0.112816106	0.000968188	0.729556657	7.185477178	0.51797572	1.236634531	1.470200362	0.564724965	5.562033195	9.873189295	1.775104346	30.47631679	0.055292377	0.032622281	0.037496872												
0.66581849	0.015267176	0.252756573	-0.496815287	0.352150538	0.5625	0.330812854	0.649044205	4.107750473	0.306281701	1.142369409	1.071499014	0.999402628	6.325141777	11.61805556	1.836805556	13.33067729	-0.080394501	-0.073775388	-0.121030833												
0.748484848	0.008658009	0.282683983	-0.626951995	0.241862837	0.017211704	0.781767956	0.760941616	4.122467772	0.172245467	0.984704185	1.062284969	0.289963457	1.570902394	5.872633391	3.7383821	14.77056277	0.03077374	0.013002465	0.000111682												
1.804878049	0.032520325	0.703252033	0.45045045	0.12845953	0.278787879	0.075675676	0.872584856	9.032432432	0.301835486	1.121381886	1.20389049	1.254308094	12.98378378	14.55757576	1.121212121	14.21301775	0.099500416	0.105483029	0.00598444												
2.873932493	0.178527857	1.466856446	0.655299278	0.169808715	0	0	0.831779573	5.313189237	0.953196655	1.366254037	1.220735786	2.103584007	13.4371416	9.615530303	0.715593434	46.64931087	0.063850043	0.102617223	0.074553757												
1.361727967	0.025503123	0.738029146	0.149063575	0.413080895	0.051619187	0.669513642	0.58943939	2.274970344	0.932295997	1.256413274	1.144681867	1.312638308	5.066192171	5.199415632	1.026296567	17.29068826	0.056382879	0.033747234	0.000417145												
2.119350282	0.80720339	1.288135593	0.533155615	0.153014912	0.050925926	0	0.848606008	5.605281941	0.479929634	1.166337715	1.204632612	3.001296737	19.82441113	42.86111111	2.162037037	58.10460251	0.019514654	0.057596715	0.044823634												
1.118974359	0.05025641	0.511794872	0.119156737	0.425764192	0.705555556	0	0.580349345	6.23943662	0.909924937	1.127269253	1.238583411	1.287991266	13.84741784	6.554444444	0.473333333	44.68939394	0.05238176	0.07139738	0.082768999												
0.6678235	0.008924145	0.214179474	-0.497401633	0.362053491	0	0	0.637946509	3.352830189	0.318892045	0.981481481	0.810675182	0.332974331	1.75	4.480676329	2.560386473	8.171806167	-0.407008086	0.006103034	0												
2.161352657	0.014009662	0.669565217	0.448591864	0.216925319	0.207295374	0.053892216	0.788476378	7.866552609	0.622339686	1.028683726	1.202405858	1.054702907	10.52266895	10.94395018	1.040035587	10.89548273	0.033737095	0.035411129	0.026315789												
2.928961749	0.316939891	1.027322404	0.677238806	0.06228727	0.138461538	0	0.941116406	15.98265896	0.223147377	1.151103565	1.145401823	0.923076923	15.67630058	20.86153846	1.330769231	22.98305085	0.098820059	0.091218516	0.064014467												
3.192682927	0.270731707	1.590243902	0.741787624	0.065070505	0.005865103	0	0.950352526	23.10714286	0.238043281	1.120700844	1.313438896	0.507344301	12.33571429	10.12903226	0.82111437	24.84892086	0.047191662	0.023501763	0.012055641												
0.964159812	0.068448884	0.30640423	-0.64686167	0.461960306	0	0	0.529509053	4.055333333	0.399951255	1.071949579	1.03699284	1.317635794	10.09133333	18.68765432	1.851851852	27.42210145	0.085419832	0.053272981	0.055729081												
1.248074285	0.030178326	0.435369843	-0.098917822	0.393544787	0.507291667	0.341410809	0.596998729	2.442907891	0.579094247	1.202407947	1.491363953	0.69050941	2.82555189	5.799739583	2.052604167	5.888683236	-0.045664766	0.070505069	0.103765256												
0.712277323	0.009051517	0.385556091	-0.467757199	0.392500509	0.19258312	0.232723198	0.631241084	6.942472917	0.335540939	1.207175178	1.204549874	1.014876707	11.16174823	7.641943734	0.684654731	55.12915129	0.035676037	0.028802391	0.025073984												
1.685814555	0.265607684	1.139268563	0.248931741	0.208939772	0.121775899	0.058987979	0.791273369	7.265026559	0.384861902	1.121308924	1.216505945	1.667316241	15.30835896	11.57674419	0.756236786	72.62334218	0.017257752	0.034376713	0.020510255												
1.368517837	0.061051857	0.440235381	0.405536146	0.230697438	0.221917808	0	0.812319701	5.223131478	0.461376317	1.142420658	1.11222119	1.966909893	12.64702673	21.17077626	1.673972603	21.52460539	0.020619446	0.021466146	0.006789221												
0.83601359	0.000226501	0.26387316	-0.217014359	0.327071743	0.736497545	0.80848329	0.675456976	6.008354756	0.36364532	1.119078105	1.148243675	0.252582906	2.246786632	5.721767594	2.546644845	2.835360908	-0.032036613	-0.033162344	-0.054444326												
0.651041667	0.000434028	0.131510417	-0.662	0.18087094	0.311258278	0.193485659	0.820853694	5.553232863	0.120811856	1.102600141	1.253208996	0.225495832	1.525522606	10.39072848	6.811258278	6.081395349	-0.028680688	-0.010275941	-0.016720651												
0.633299544	0.006842372	0.224531171	-0.380152061	0.349106204	0.409778813	0.221810089	0.697774273	5.90727003	0.280376977	0.959803922	1.203779289	0.600508237	5.083827893	7.977881257	1.569266589	8.04342723	-0.046694878	-0.037504381	-0.067185734												
0.522771554	0.004505602	0.309668777	-0.751688796	0.438104449	0.496807662	0	0.636363636	1.972422062	0.261975957	0.899177438	1.280155642	0.370019342	1.146882494	3.053471668	2.662410215	39.64766839	0.000653424	-0.000145068	-0.012765957												
1.754251701	0.24744898	0.723639456	0.290353854	0.16698787	0.095238095	0.010309278	0.834032423	6.895032802	0.305267831	1.107937535	1.257606838	1.552318331	12.83317713	24.14991182	1.881834215	161.0941176	0.079018477	0.069153157	0.031126818												
2.657393851	0.305026842	1.242557345	0.535353535	0.078143004	0.043701799	0.068431568	0.923282188	15.20879121	0.197762685	1.24117433	1.242369838	0.930711383	15.33116883	15.78046272	1.029305913	119.4280156	0.057179161	0.049063012	0.02725959												
2.841836735	0.193877551	1.025510204	0.65529623	0.144649446	0.233128834	0	0.858302583	6.057291667	0.697994987	1.319210202	1.250537634	2.366789668	16.703125	19.67484663	1.17791411	91.62857143	0.048019956	0.114391144	0.090283749												
1.380226267	0.032464338	0.907525824	0.285816108	0.293701242	0.256885891	0	0.710488298	4.454710145	0.681729835	1.204843522	1.229192702	2.508379081	15.72735507	9.759977515	0.620573356	116.5302013	0.058860796	0.136087836	0.11447743												
1.266964396	0.080821238	0.463714179	-0.197640262	0.336563962	0.0037253	0	0.660325747	5.2190518	0.395906421	1.280832598	1.376280604	1.995917744	15.77524144	23.28215096	1.475866537	22.36216553	0.064169635	0.123092517	0.128921692												
1.057575373	0.045582508	0.598655365	-0.105064646	0.173579166	0.144774839	0.398407854	0.821545466	10.04409208	0.192588589	1.16067718	1.309975797	0.628805585	7.687683105	6.147708251	0.799682839	7949.71308	0.09369019	0.031910495	0.011678649												
2.498719219	0.921256626	1.393144564	0.492235554	0.287117985	0.080195386	0.013508112	0.707687852	3.703566313	1.356737203	1.271557908	1.390552537	1.098479944	5.74871153	10.10383245	1.757582094	52.67721961	0.110234405	0.122379276	0.118874411												
2.266260278	0.028831608	1.197690476	0.404318511	0.349649363	0.154064548	0	0.650551467	3.705633193	1.41917857	1.315696602	1.413615432	1.450017524	8.259504964	4.748854064	0.574956258	16.51930178	0.149624228	0.179664747	0.185670781												
3.791550266	0.49144694	2.122893626	0.776557627	0.11231844	0.006317732	0.037717805	0.919377492	14.48560718	0.564504856	1.044276612	1.166494161	1.037991417	16.35447469	6.685700658	0.408799475	79.17964626	0.136868598	0.123635988	0.098282038												
3.230049659	0.23807599	1.283837626	0.680771569	0.144079662	0.137903426	0.05879937	0.856310601	7.284413718	0.818560955	1.111552337	1.158871381	1.009068598	8.583886645	6.924270451	0.80665912	8.921599317	0.09592351	0.076125528	0.051828638												
1.015919468	0.034550915	0.301964269	0.022939446	0.396594679	0.373059073	0.241611846	0.606334237	2.352738676	0.674784502	1.231918848	1.34167888	0.773379677	3.000919573	7.29227067	2.430012032	8.553800659	0.043300962	0.045714182	0.001543365												
5.098458842	1.417135344	3.48929954	0.81367563	0.138731545	0.028516038	0.002614178	0.868209592	6.587805628	2.416666667	1.191696284	1.3591098	1.559516451	11.8333077	5.424885442	0.458442016	25.77093101	0.235711872	0.322068763	0.244885097												
1.186568057	0.152198368	0.418539528	0.165886719	0.58962231	0.387627251	0.027313814	0.419612907	2.93741403	2.287454436	1.113247987	1.22263117	1.078920406	7.552760857	6.019733751	0.797024276	20.98034934	0.068126236	0.066976379	0.107502425												
0.780672057	0.039730282	0.121345234	-0.515948678	0.499743549	0.058621872	0.18328364	0.501270465	2.061110707	0.49028721	1.396943002	1.556387399	0.705829988	2.902213172	20.52194035	7.071134727	9.523146675	0.082948423	0.040884786	0.048608089												
1.184664484	0.033730432	0.448757807	-1.362293597	0.466469144	0.342680986	0.382124352	0.534916259	5.225611935	0.245140905	1.165828826	1.472288641	1.005226122	9.820082187	14.575179	1.484221692	56.56084384	0.197014355	0.158955507	0.186698122												
1.466150731	0.041986113	0.452987126	-0.404074787	0.465327471	0.047181152	0.243325328	0.556272703	5.040401187	0.462048687	1.197487179	1.373059088	2.055002105	18.62042661	15.84493329	0.850943623	60.78579663	0.020540307	0.023580126	0.013844903												
1.561273666	0.073924269	0.531755594	-0.78938375	0.591046732	0.101744797	0	0.425138567	2.898466739	0.473323071	1.217123412	1.607068746	1.539126277	10.49329953	9.135589657	0.87061173	36.39698492	0.049461549	0.072143224	0.112629124												
1.671240709	0.194641836	0.884832149	0.329162798	0.080609362	0.132937747	0.17118115	0.918541993	15.58533884	0.138209844	1.263393502	1.216339618	0.415372929	7.047830027	7.286279409	1.033833021	17.92827869	0.078423248	0.020052936	0.008405587												
1.089305309	0.027630061	0.229115669	0.1088467	0.553563641	0.017176372	0	0.462634727	0.988353908	1.518890502	1.900084095	1.206752255	1.126129213	2.405816391	10.09663455	4.196760229	11.83726261	0.103869879	0.11279671	0.165134835												
1.003720423	0.07728558	0.322039784	-0.126223189	0.297816112	0.063608156	0.66630179	0.700382608	2.915494499	0.362467083	1.081624919	1.091756845	0.375284326	1.562202397	6.326019504	4.049423759	13.47003303	-0.081280874	0.012214523	0.007227468												
1.401461423	0.595601404	0.868901784	0.210141594	0.578395624	0	0	0.359741444	0.561869014	4.279807482	1.187760955	1.240994854	2.333885804	3.645223919	7.091275337	1.945360695	9.373606257	0.041188794	0.091282009	0.212278277												
3.418687412	2.424232393	2.755441529	0.552750073	0.220588583	0.163668166	0	0.781820544	9.291649123	0.952455614	1.776036318	2.108577253	0.776163821	9.224421053	16.42278861	1.78035982	109.54	0.074615057	0.036810033	0.018549008												
1.812615669	0.200493523	0.656539173	0.4481409	0.289645314	0.592492391	1	0.710265344	2.534672406	1.105332456	1.169922029	1.382488479	3.304431341	11.79228439	25.01623267	2.121406831	1369.87037	0.084503805	0.252523899	0.248427673												
1.261382165	0.090053932	0.784648188	0.140896888	0.335550159	0.310438384	0.369627883	0.677190361	2.374868973	0.60192722	1.045892819	1.438948873	1.467102559	5.14504717	5.607168356	1.089818649	24.13460356	0.107724043	0.14429292	0.140965517												
0.683565275	0.04473161	0.224320742	-0.503393117	0.205040243	0	0.215009132	0.795388574	4.003486635	0.157541046	1.539247066	1.244734669	0.333124423	1.676739167	18.5985267	11.09208103	6.355569541	0.122685414	0.041859084	0.004810683												
6.037542662	0.182593857	2.849829352	0.163510458	0.386515397	0	0	0.616272285	8.419840567	0.84752665	0.9773853	0.995184255	1.266450567	17.30292294	6.249200256	0.361164427	20	0.086767341	0.117082658	0.128339996												
1.424094708	0.321494893	0.652042711	0.252322738	0.336353672	0.035714286	0.027027027	0.664815491	2.119757689	0.812582781	1.091104208	1.248010974	1.41161856	4.500931966	11.31030445	2.512880562	14.26735598	0.093229113	0.093898429	0.078149044												
1.755684008	0.005202312	0.258188825	0.277765584	0.169405422	0.408066429	0.270822281	0.829428231	8.488328912	0.309195792	1.165297741	1.027484347	0.470685812	4.816976127	21.54211151	4.472123369	4.02125775	0.035792952	0.00793116	0.000343739												
1.381727575	0.056146179	0.497674419	0.287328685	0.412305234	0.519132653	0	0.605273672	2.362266112	1.241492537	0.730821638	1.237071312	2.857104808	11.15072765	13.68239796	1.227040816	19.53916211	0.035331407	0.103609003	0.120792079												
1.62303497	0.010587103	0.557908245	0.205178889	0.241235199	0.460110041	0	0.688801176	2.586457425	0.643474943	1.170014122	1.374729688	1.154167634	4.33391456	10.2565337	2.366574966	6.869184708	0.112586334	0.123597245	0.123595506												
2.685891748	0.480035492	0.620230701	0.122233234	0.276593554	0.022421525	0	0.72639275	6.424408015	0.452872531	1.29244149	1.179993309	1.882298424	16.64754098	81.96860987	4.923766816	100.9889503	0.065430275	0.08742663	0.064360646												
1.286676428	0.023718887	0.492825769	-0.084433318	0.439766189	0.229439497	0	0.564800438	2.46374502	0.670327994	1.234995206	1.152870992	1.176454471	5.13187251	6.747511786	1.314824515	15.70853659	0.038816862	0.04922824	0.051584735												
1.030037214	0.012493355	0.185273791	0.000258065	0.186237624	0.510769231	0.363286617	0.808217822	4.486397362	0.237366003	1.014398157	1.198854457	0.261584158	1.452047266	8.129230769	5.598461538	6.51541307	-0.306207419	-0.035643564	-0.081955164												
1.759763314	0.071597633	0.486390533	0.447881641	0.164781591	0.166256158	0.188794153	0.839898596	5.246041413	0.408404285	1.230451982	1.179353779	1.425409516	8.90316687	18.00369458	2.022167488	54.75280899	0.067993707	0.105206708	0.084977943												
3.200598802	0.073852295	1.569860279	0.425943249	0.252887392	0.003836317	0	0.557025987	2.586592179	3.379346681	1.164427652	1.645344705	2.002165544	9.297206704	5.320332481	0.572250639	9.307606264	0.178343949	0.287295476	0.340388769												
1.602933985	0.000977995	0.536430318	0.333435021	0.301533471	0.056	0	0.677823651	2.562430323	0.935502283	1.068879461	1.301160487	0.631524624	2.387402453	17.132	7.176	2.402131239	0.043894466	0.142730758	0.144224494												
1.077205882	0.003676471	0.327205882	0.083617747	0.226666667	0	0	0.77625	4.555012225	0.323042999	1.055216802	1.275154004	1.297916667	7.616136919	13.08823529	1.718487395	26.39830508	0.068057785	0.0825	0.069243156												
1.070234114	0.056856187	0.181716834	0.073263889	0.427877077	0.335907336	0.531341535	0.58153026	2.172817809	0.823327616	1.066750895	1.047148504	0.794292882	2.967779731	19.55984556	6.590733591	18.97378277	0.021910778	0.009564127	0.000269614												
1.312312312	0.485628486	0.603174603	0.140568813	0.399485861	0.374517375	0.019779384	0.549443016	1.219475086	1.101945245	1.214860763	1.279329609	1.577549272	3.501331305	35.54054054	10.15057915	86.02803738	0.06474742	0.103341902	0.114472863												
